,core_id,title,authors
2359,11323243,,[]
2360,11323279,,[]
2361,11323280,Научно-технический сборник №89 484,[]
2362,11323284,Научно-технический сборник №89,[]
2363,11323285,Коммунальное хозяйство городов 497,[]
2364,11323286,,[]
2365,11323292,,[]
2366,11323301,Научно-технический сборник №90,[]
2367,11323302,,[]
2368,11323303,Коммунальное хозяйство городов 21,[]
2369,11323304,Коммунальное хозяйство городов 25,[]
2370,11323305,,[]
2371,11323306,,[]
2372,11323307,Коммунальное хозяйство городов 43,[]
2373,11323308,,[]
2374,11323309,,[]
2375,11323321,МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ УКРАИНЫ ХАРЬКОВСКАЯ НАЦИОНАЛЬНАЯ АКАДЕМИЯ ГОРОДСКОГО ХОЗЯЙСТВА ВВЕДЕНИЕ В АРХИТЕКТУРНЫЙ МОНИТОРИНГ ГОРОДСКОЙ СРЕДЫ,"[['С. А.', 'Шубович'], ['О. С.', 'Соловьева'], ['Л. П.', 'Панова']]"
2376,11323323,Научно-технический сборник №90,[]
2377,11323331,,[]
2378,11323332,Коммунальное хозяйство городов,[]
2379,11323353,,[]
2380,11323360,,[]
2381,11323401,,[]
2382,11323404,,[]
2383,11323408,,[]
2384,11323409,,[]
2385,11323411,,[]
2386,11323451,,[]
2387,11323498,Научно-технический сборник №90 124,[]
2388,11323499,,[]
2389,11323582,Научно-технический сборник №90,[]
2390,11323585,Научно-технический сборник №90,[]
2391,11323751,,[]
2392,11323895,,[]
2393,11323896,,[]
2394,11323897,,[]
2395,11323898,,[]
2396,11323899,,[]
2397,11323908,,[]
2398,11323909,II. План видання навчальних посібників,[]
2399,11323910,III. План видання текстів лекцій,[]
2400,11323911,,[]
2401,11323914,Научно-технический сборник №90,[]
2402,11323915,,[]
2403,11323918,,[]
2404,11323919,,[]
2405,11323920,,[]
2406,11323921,,[]
2407,11323931,,[]
2408,11323936,,[]
2409,11323938,,[]
2410,11323945,,[]
2411,11323946,Научно-технический сборник №90,[]
2412,11323947,,[]
2413,11323948,,[]
2414,11323949,,[]
2415,11323979,,[]
2416,11323980,,[]
2417,11323982,,[]
2418,11323986,,[]
2419,11323989,,[]
2420,11323994,,[]
2421,11323995,,[]
2422,11323996,,[]
2423,11323998,,[]
2424,11323999,Научно-технический сборник №90,[]
2425,11324011,Коммунальное хозяйство городов,[]
2426,11324021,,[]
2427,11324022,Коммунальное хозяйство городов,[]
2428,11324023,,[]
2429,11324056,,[]
2430,11324057,,[]
2431,11324088,,[]
2432,11324095,,[]
2433,11324096,,[]
2434,11324097,,[]
2435,11324104,Научно-технический сборник №90,[]
2436,11324105,,[]
2437,11324106,,[]
2438,11324107,,[]
2439,11324108,,[]
2440,11324109,Коммунальное хозяйство городов,[]
2441,11324147,,[]
2442,11324148,Научно-технический сборник №90 412,[]
2443,11324149,,[]
2444,11324164,,[]
2445,11324225,,[]
2446,11324231,,[]
2447,11324232,,[]
2448,11324233,,[]
2449,11324281,,[]
2450,11324283,Научно-технический сборник №90 474,[]
2451,11324284,Научно-технический сборник №90,[]
2452,11324285,Коммунальное хозяйство городов,[]
2453,11324286,Коммунальное хозяйство городов 491,[]
2454,11324287,,[]
2455,11324288,,[]
2456,11324289,,[]
2457,11324290,,[]
2458,11324291,Коммунальное хозяйство городов 11,[]
2459,11324292,,[]
2460,11324316,,[]
2461,11324318,Коммунальное хозяйство городов 35,[]
2462,11324349,Коммунальное хозяйство городов 45,[]
2463,11324350,,[]
2464,11324386,,[]
2465,11324387,Научно-технический сборник №92,[]
2466,11324431,,[]
2467,11324499,Коммунальное хозяйство городов,[]
2468,11324500,,[]
2469,11324501,,[]
2470,11324502,,[]
2471,11324503,,[]
2472,11324504,,[]
2473,11324505,,[]
2474,11324506,,[]
2475,11324507,,[]
2476,11324518,,[]
2477,11324531,,[]
2478,11324546,,[]
2479,11324547,,[]
2480,11324548,,[]
2481,11324549,,[]
2482,11324550,,[]
2483,11324551,,[]
2484,11324552,,[]
2485,11324553,,[]
2486,11324554,,[]
2487,11324555,Научно-технический сборник №92,[]
2488,11324560,,[]
2489,11324570,Научно-технический сборник №92,[]
2490,11324572,,[]
2491,11324586,,[]
2492,11324587,,[]
2493,11324590,,[]
2494,11324606,,[]
2495,11324615,,[]
2496,11324622,,[]
2497,11324625,,[]
2498,11324635,,[]
2499,11324637,,[]
2500,11324657,,[]
2501,11324659,,[]
2502,11324667,Коммунальное хозяйство городов 331,[]
2503,11324668,,[]
2504,11324669,,[]
2505,11324670,Научно-технический сборник №92 358,[]
2506,11324671,,[]
2507,11324680,,[]
2508,11324681,,[]
2509,11324682,,[]
2510,11324683,,[]
2511,11324685,,[]
2512,11324686,Научно-технический сборник №92 402,[]
2513,11324687,,[]
2514,11324688,,[]
2515,11324689,Научно-технический сборник №92,[]
2516,11324690,,[]
2517,11324691,,"[['Коммунальное ', 'Хозяйство Городов']]"
2518,11324710,,[]
2519,11324712,,[]
2520,11324713,,[]
2521,11324714,Научно-технический сборник №93,[]
2522,11324715,,[]
2523,11324716,Научно-технический сборник №93,[]
2524,11324721,,[]
2525,11324723,,[]
2526,11324724,,[]
2527,11324726,,[]
2528,11324727,,[]
2529,11324728,,[]
2530,11324729,,[]
2531,11324730,,[]
2532,11324731,,[]
2533,11324732,,[]
2534,11324733,,[]
2535,11324734,,[]
2536,11324736,,[]
2537,11324744,,"[['Paul Gagliardo', 'Merlo'], ['. -San ', 'Diego']]"
2538,11324746,Научно-технический сборник №93,[]
2539,11324749,Научно-технический сборник №93,[]
2540,11324752,,[]
2541,11324753,,[]
2542,11324760,,[]
2543,11324763,Научно-технический сборник №93,[]
2544,11324773,Научно-технический сборник №93,[]
2545,11324779,Научно-технический сборник №93 176,[]
2546,11324782,Научно-технический сборник №93,[]
2547,11324783,,[]
2548,11324784,,[]
2549,11324785,,[]
2550,11324791,,[]
2551,11324798,,[]
2552,11324799,,[]
2553,11324800,Научно-технический сборник №93,[]
2554,11324801,,[]
2555,11324804,,[]
2556,11324805,,[]
2557,11324806,,[]
2558,11324807,Научно-технический сборник №93,[]
2559,11324808,,[]
2560,11324809,Научно-технический сборник №93,[]
2561,11324810,,[]
2562,11324811,Научно-технический сборник №93,[]
2563,11324814,Научно-технический сборник №93,[]
2564,11324816,,[]
2565,11324818,,[]
2566,11324819,Научно-технический сборник №93,[]
2567,11324820,,[]
2568,11324821,Научно-технический сборник №93 308,[]
2569,11324822,,[]
2570,11324824,Научно-технический сборник №93 316,[]
2571,11324833,,[]
2572,11324835,,[]
2573,11324839,,[]
2574,11324854,,[]
2575,11324861,,[]
2576,11324862,Коммунальное хозяйство городов 343,[]
2577,11324863,Научно-технический сборник №93,[]
2578,11324864,,[]
2579,11324865,Научно-технический сборник №93,[]
2580,11324866,,[]
2581,11324867,,[]
2582,11324869,,[]
2583,11324880,,[]
2584,11324881,Коммунальное хозяйство городов 383,[]
2585,11324882,Научно-технический сборник №93,[]
2586,11324883,Научно-технический сборник №93 392 ных и капитальных затратах,[]
2587,11324884,Научно-технический сборник №93 396,[]
2588,11324885,,[]
2589,11324886,,[]
2590,11324887,Коммунальное хозяйство городов 407,[]
2591,11324888,,[]
2592,11324889,,[]
2593,11324892,,[]
2594,11324893,,[]
2595,11324894,,[]
2596,11324895,,[]
2597,11324896,,[]
2598,11324897,Научно-технический сборник №93,[]
2599,11324898,,[]
2600,11324899,,[]
2601,11324902,,[]
2602,11324966,Научно-технический сборник №93,[]
2603,11324967,,[]
2604,11324968,,[]
2605,11324969,,[]
2606,11324970,,[]
2607,11324971,,[]
2608,11324972,,[]
2609,11324973,,[]
2610,11324974,,[]
2611,11324975,,[]
2612,11324976,,[]
2613,11324977,,[]
2614,11324978,,[]
2615,11324979,Коммунальное хозяйство городов 541,[]
2616,11324980,,[]
2617,11324981,,[]
2618,11324982,,[]
2619,11324990,,[]
2620,11324991,Научно-технический сборник №94,[]
2621,11324992,,[]
2622,11324993,,[]
2623,11324994,,[]
2624,11324996,,[]
2625,11324997,,[]
2626,11324998,,[]
2627,11325001,,[]
2628,11325002,Научно-технический сборник №94,[]
2629,11325004,,[]
2630,11325005,,[]
2631,11325006,,[]
2632,11325007,,[]
2633,11325008,,[]
2634,11325009,,[]
2635,11325010,,[]
2636,11325011,,[]
2637,11325013,,[]
2638,11325016,,[]
2639,11325019,,[]
2640,11325020,,[]
2641,11325021,Научно-технический сборник №94,[]
2642,11325022,,[]
2643,11325023,Коммунальное хозяйство городов 157,[]
2644,11325024,,[]
2645,11325025,,[]
2646,11325026,,[]
2647,11325027,Коммунальное хозяйство городов 175,[]
2648,11325044,Коммунальное хозяйство городов,[]
2649,11325045,,[]
2650,11325046,,[]
2651,11325047,,[]
2652,11325048,,[]
2653,11325049,,[]
2654,11325052,,[]
2655,11325053,Коммунальное хозяйство городов,[]
2656,11325054,,[]
2657,11325128,,[]
2658,11325130,,[]
2659,11325133,,[]
2660,11325134,,[]
2661,11325142,,[]
2662,11325197,Научно-технический сборник №94,[]
2663,11325198,,[]
2664,11325201,,[]
2665,11325207,,[]
2666,11325265,,[]
2667,11325266,Коммунальное хозяйство городов,[]
2668,11325268,,[]
2669,11325295,,[]
2670,11325296,,[]
2671,11325297,,[]
2672,11325298,,[]
2673,11325299,,[]
2674,11325300,,[]
2675,11325301,,[]
2676,11325303,,[]
2677,11325304,,[]
2678,11325306,,[]
2679,11325307,,[]
2680,11325308,,[]
2681,11325309,,[]
2682,11325311,,[]
2683,11325312,,[]
2684,11325313,,[]
2685,11325314,,[]
2686,11325315,,[]
2687,11325316,,[]
2688,11325317,,[]
2689,11325318,,[]
2690,11325319,,[]
2691,11325320,НОВИНИ СВІТЛОТЕХНІКИ ТА ЕЛЕКТРОЕНЕРГЕТИКИ 2'2010 СВІТЛОТЕХНІКА ТА ЕЛЕКТРОЕНЕРГЕТИКА 72,[]
2692,11325321,,[]
2693,11325322,,[]
2694,11325323,,[]
2695,11325336,,[]
2696,11325337,,[]
2697,11325346,,[]
2698,11325353,,[]
2699,11325354,,[]
2700,11325355,,[]
2701,11325368,,[]
2702,11325376,,[]
2703,11325382,Научно-технический сборник №94,[]
2704,11325383,,[]
2705,11325384,Научно-технический сборник №94,[]
2706,11325385,Коммунальное хозяйство городов 407,[]
2707,11325476,Научно-технический сборник №94 414,[]
2708,11325549,,[]
2709,11325550,,[]
2710,11325602,ДОВІДНИК КОРИСТУВАЧА ЄВРОПЕЙСЬКОЇ КРЕДИТНО-ТРАНСФЕРНОЇ СИСТЕМИ (ЄКТС),[]
2711,11325627,Научно-технический сборник №94,[]
2712,11325680,Коммунальное хозяйство городов,[]
2713,11325681,,[]
2714,11325691,,[]
2715,11325692,,[]
2716,11325694,Научно-технический сборник №95 34,[]
2717,11325696,,[]
2718,11325697,,[]
2719,11325704,Научно-технический сборник №95 46,[]
2720,11325705,,[]
2721,11325712,,[]
2722,11325713,Научно-технический сборник №95,[]
2723,11325769,,[]
2724,11325789,,[]
2725,11325834,,[]
2726,11325835,,[]
2727,11325837,,[]
2728,11325838,,[]
2729,11325839,,[]
2730,11325840,,[]
2731,11325844,Коммунальное хозяйство городов,[]
2732,11325845,Научно-технический сборник №95,[]
2733,11325852,,[]
2734,11325853,Коммунальное хозяйство городов 121 водных систем любой сложности,[]
2735,11325865,,[]
2736,11325866,,[]
2737,11325870,,[]
2738,11325873,,[]
2739,11325912,Научно-технический сборник №95,[]
2740,11325918,,[]
2741,11325924,,[]
2742,11325935,Научно-технический сборник №95 168 ных проектных решений,[]
2743,11325936,,[]
2744,11325937,,[]
2745,11325938,,[]
2746,11325939,,[]
2747,11325940,,[]
2748,11325941,,[]
2749,11325959,,[]
2750,11325960,,[]
2751,11325961,,[]
2752,11325962,,[]
2753,11325963,,[]
2754,11325965,,[]
2755,11325966,,[]
2756,11325967,,[]
2757,11325969,,[]
2758,11325971,,[]
2759,11325975,,[]
2760,11325976,,[]
2761,11325981,,[]
2762,11325985,,[]
2763,11326001,,[]
2764,11326002,,[]
2765,11326062,Научно-технический сборник №95 306,[]
2766,11326063,,[]
2767,11326064,Научно-технический сборник №95,[]
2768,11326069,,[]
2769,11326073,,[]
2770,11326075,,[]
2771,11326076,Научно-технический сборник №95,[]
2772,11326077,Научно-технический сборник №95,[]
2773,11326079,,[]
2774,11326082,,[]
2775,11326085,МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ УКРАИНЫ ХАРЬКОВСКАЯ НАЦИОНАЛЬНАЯ АКАДЕМИЯ ГОРОДСКОГО ХОЗЯЙСТВА,"[['Е. М.', 'Гелеверя']]"
2776,11326090,,[]
2777,11326091,,[]
2778,11326092,,[]
2779,11326093,,[]
2780,11326094,,[]
2781,11326095,,[]
2782,11326096,,[]
2783,11326097,,[]
2784,11326098,,[]
2785,11326123,,[]
2786,11326125,Коммунальное хозяйство городов 409 вих комплексів,[]
2787,11326141,,[]
2788,11326142,Научно-технический сборник №95,[]
2789,11326143,Научно-технический сборник №95,[]
2790,11326150,,[]
2791,11326153,,[]
2792,11326157,,[]
2793,11326160,,[]
2794,11326215,,[]
2795,11326223,,[]
2796,11326224,,[]
2797,11326254,,[]
2798,11326274,,[]
2799,11326276,,[]
2800,11326289,,[]
2801,11326291,,[]
2802,11326295,,[]
2803,11326307,,[]
2804,11326334,,[]
2805,11326342,,[]
2806,11326343,,[]
2807,11326379,,[]
2808,11326396,Науково-технічний збірник №96,[]
2809,11326408,,[]
2810,11326410,,[]
2811,11326411,,[]
2812,11326426,,[]
2813,11326541,,[]
2814,11326550,Комунальне господарство міст ОРГАНІЗАЦІЙНО-ЕКОНОМІЧНІ ПЕРЕДУМОВИ ОПТИМАЛЬНОГО ВИКОРИСТАННЯ ЗЕМЕЛЬНИХ РЕСУРСІВ МІСТ У ПРОЦЕСІ ВІДНОВЛЕННЯ ЖИТЛОВОГО ФОНДУ РЕГІОНУ,[]
2815,11326552,,[]
2816,11326571,Науково-технічний збірник №96,[]
2817,11326576,,[]
2818,11326588,,[]
2819,11326608,,[]
2820,11326617,,[]
2821,11326718,Комунальне господарство міст 197,[]
2822,11326722,Комунальне господарство міст 203,[]
2823,11326754,,[]
2824,11326803,,[]
2825,11326821,,[]
2826,11326830,,[]
2827,11326871,,[]
2828,11326899,,[]
2829,11326909,,[]
2830,11326938,,[]
2831,11326941,,[]
2832,11326997,Науково-технічний збірник №96,[]
2833,11327026,,[]
2834,11327027,,[]
2835,11327028,,[]
2836,11327047,,[]
2837,11327081,,[]
2838,11327093,,[]
2839,11327102,Науково-технічний збірник №96,[]
2840,11327103,,[]
2841,11327119,,[]
2842,11327120,,[]
2843,11327121,Науково-технічний збірник №96,[]
2844,11327123,,[]
2845,11327124,,[]
2846,11327188,,[]
2847,11327189,Науково-технічний збірник №96,[]
2848,11327212,Науково-технічний збірник №96,[]
2849,11327290,,[]
2850,11327293,Харківська національна академія міського господарства Бібліотека Довідково-бібліографічний відділ,[]
2851,11327295,Науково-технічний збірник №96,[]
2852,11327342,,[]
2853,11327344,,[]
2854,11327480,,[]
2855,11327501,,[]
2856,11327516,,[]
2857,11327517,Науково-технічний збірник №96,[]
2858,11327572,,[]
2859,11327583,,[]
2860,11327587,,[]
2861,11327600,Науково-технічний збірник №96,[]
2862,11327620,,[]
2863,11327674,,[]
2864,11327751,,[]
2865,11327773,Науково-технічний збірник №96,[]
2866,11327776,,[]
2867,11327793,,[]
2868,11327819,,[]
2869,11327820,,[]
2870,11327821,,[]
2871,11327836,,[]
2872,11327837,,[]
2873,11327890,,[]
2874,11327891,,[]
2875,11327950,,[]
2876,11327951,,[]
2877,11327952,Науково-технічний збірник №96,[]
2878,11327953,,[]
2879,11327954,,[]
2880,11327955,II. План видання навчальних посібників,[]
2881,11327956,III. План видання текстів лекцій,[]
2882,11327959,,[]
2883,11327973,,[]
2884,11327974,,[]
2885,11328040,,[]
2886,11328043,,[]
2887,11328068,,[]
2888,11328072,,[]
2889,11328080,,[]
2890,11328094,,[]
2891,11328095,,[]
2892,11328096,,[]
2893,11328097,,[]
2894,11328098,Науково-технічний збірник №97,[]
2895,11328099,Науково-технічний збірник №97 66,[]
2896,11328113,,[]
2897,11328120,Комунальне господарство міст 77,[]
2898,11328121,,[]
2899,11328122,,[]
2900,11328154,Науково-технічний збірник №97,[]
2901,11328165,,[]
2902,11328180,Науково-технічний збірник №97 106,[]
2903,11328181,,[]
2904,11328182,,[]
2905,11328193,,[]
2906,11328202,,[]
2907,11328203,,[]
2908,11328204,,[]
2909,11328205,,[]
2910,11328206,,[]
2911,11328207,,[]
2912,11328208,Науково-технічний збірник №97,[]
2913,11328209,,[]
2914,11328210,,[]
2915,11328211,Науково-технічний збірник №97,[]
2916,11328248,,[]
2917,11328249,,[]
2918,11328267,,[]
2919,11328283,,[]
2920,11328284,,[]
2921,11328285,,[]
2922,11328289,,[]
2923,11328290,,[]
2924,11328291,,[]
2925,11328292,,[]
2926,11328293,,[]
2927,11328294,,[]
2928,11328295,Науково-технічний збірник №97,[]
2929,11328296,Науково-технічний збірник №97,[]
2930,11328297,,[]
2931,11328298,,[]
2932,11328299,,[]
2933,11328312,Науково-технічний збірник №97,[]
2934,11328315,,[]
2935,11328316,Науково-технічний збірник №97,[]
2936,11328317,,[]
2937,11328319,,[]
2938,11328330,,[]
2939,11328331,,[]
2940,11328332,,[]
2941,11328333,,[]
2942,11328334,,[]
2943,11328336,,[]
2944,11328337,,[]
2945,11328338,Науково-технічний збірник №97,[]
2946,11328339,,[]
2947,11328340,,[]
2948,11328341,,[]
2949,11328342,,[]
2950,11328343,Науково-технічний збірник №97,[]
2951,11328344,,[]
2952,11328345,,[]
2953,11328346,,[]
2954,11328347,,[]
2955,11328348,Науково-технічний збірник №97,[]
2956,11328349,,[]
2957,11328350,,[]
2958,11328351,,[]
2959,11328352,,[]
2960,11328353,,[]
2961,11328354,Науково-технічний збірник №97 438,[]
2962,11328378,,[]
2963,11328379,,[]
2964,11328381,,[]
2965,11328382,,[]
2966,11328383,,[]
2967,11328384,,[]
2968,11328403,Комунальне господарство міст,[]
2969,11328404,,[]
2970,11328405,,[]
2971,11328406,,[]
2972,11328436,Науково-технічний збірник №98,[]
2973,11328438,,[]
2974,11328439,Науково-технічний збірник №98 88,[]
2975,11328440,Науково-технічний збірник №98 94,[]
2976,11328441,,[]
2977,11328443,,[]
2978,11328444,,[]
2979,11328445,,[]
2980,11328446,Комунальне господарство міст,[]
2981,11328449,Науково-технічний збірник №98 128 му рівні,[]
2982,11328450,,[]
2983,11328451,,[]
2984,11328452,,[]
2985,11328453,,[]
2986,11328462,"МІНІСТЕРСТВО ОСВІТИ І НАУКИ, МОЛОДІ ТА СПОРТУ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА НАСКРІЗНА ПРОГРАМА ПРАКТИЧНОЇ ПІДГОТОВКИ ЗА СПЕЦІАЛЬНІСТЮ «МІСЬКЕ БУДІВНИЦТВО І ГОСПОДАРСТВО»",[]
2987,11328469,,[]
2988,11328474,,[]
2989,11328487,,[]
2990,11328505,Науково-технічний збірник №98,[]
2991,11328506,Науково-технічний збірник №98 206,[]
2992,11328507,Науково-технічний збірник №98 216,[]
2993,11328509,,[]
2994,11328510,,[]
2995,11328511,,[]
2996,11328525,,[]
2997,11328526,,[]
2998,11328527,,[]
2999,11328528,,[]
3000,11328529,Науково-технічний збірник №98 264,[]
3001,11328530,,[]
3002,11328532,,[]
3003,11328533,,[]
3004,11328535,,[]
3005,11328536,Науково-технічний збірник №98,[]
3006,11328537,Комунальне господарство міст,[]
3007,11328538,,[]
3008,11328539,,[]
3009,11328540,,[]
3010,11328541,,[]
3011,11328543,,[]
3012,11328544,Науково-технічний збірник №98,[]
3013,11328545,Науково-технічний збірник №98,[]
3014,11328546,,[]
3015,11328547,,[]
3016,11328548,,[]
3017,11328549,,[]
3018,11328550,,[]
3019,11328552,,[]
3020,11328553,Науково-технічний збірник №98,[]
3021,11328554,,[]
3022,11328555,,[]
3023,11328556,,[]
3024,11328557,Науково-технічний збірник №98,[]
3025,11328559,,[]
3026,11328560,,[]
3027,11328561,,[]
3028,11328576,,"[['Комунальне ', 'Господарство Міст']]"
3029,11328582,,[]
3030,11328583,,[]
3031,11328585,,[]
3032,11328596,,[]
3033,11328597,,[]
3034,11328598,,[]
3035,11328600,,[]
3036,11328603,,[]
3037,11328620,,"[['Комунальне ', 'Господарство Міст 59']]"
3038,11328621,,[]
3039,11328622,,[]
3040,11328623,,[]
3041,11328624,,[]
3042,11328625,Науково-технічний збірник №99,[]
3043,11328653,,[]
3044,11328654,,[]
3045,11328655,,[]
3046,11328656,,[]
3047,11328657,Комунальне господарство міст 103,[]
3048,11328658,Науково-технічний збірник №99 108,[]
3049,11328659,,[]
3050,11328660,,[]
3051,11328661,,[]
3052,11328662,,[]
3053,11328663,,[]
3054,11328664,,[]
3055,11328666,,[]
3056,11328667,,[]
3057,11328680,,[]
3058,11328685,,[]
3059,11328686,,[]
3060,11328687,Науково-технічний збірник №99,[]
3061,11328693,Науково-технічний збірник №99,[]
3062,11328695,,[]
3063,11328698,Науково-технічний збірник №99,[]
3064,11328710,,[]
3065,11328711,,[]
3066,11328712,,[]
3067,11328713,,[]
3068,11328714,,[]
3069,11328715,,[]
3070,11328716,,[]
3071,11328717,,[]
3072,11328718,,[]
3073,11328719,,[]
3074,11328720,,[]
3075,11328721,,[]
3076,11328722,,[]
3077,11328723,,[]
3078,11328724,,[]
3079,11328725,,[]
3080,11328726,,[]
3081,11328727,,[]
3082,11328729,,[]
3083,11328730,Науково-технічний збірник №99,[]
3084,11328731,,[]
3085,11328732,,[]
3086,11328733,,[]
3087,11328734,,[]
3088,11328735,,[]
3089,11328737,,[]
3090,11328738,,[]
3091,11328739,,[]
3092,11328740,,[]
3093,11328741,,[]
3094,11328742,,[]
3095,11328743,,[]
3096,11328744,,[]
3097,11328745,,[]
3098,11328746,,[]
3099,11328747,,[]
3100,11328749,,[]
3101,11328750,Міжнародний науково-технічний журнал Lighting engineering and power engineering,[]
3102,11328751,,[]
3103,11328760,Науково-технічний збірник №99,[]
3104,11328765,Комунальне господарство міст,[]
3105,11328766,,[]
3106,11328771,,[]
3107,11328772,Комунальне господарство міст 299,[]
3108,11328773,,[]
3109,11328774,Комунальне господарство міст 307,[]
3110,11328775,Науково-технічний збірник №99,[]
3111,11328778,,[]
3112,11328779,Науково-технічний збірник №99,[]
3113,11328780,,[]
3114,11328782,,[]
3115,11328793,,[]
3116,11328795,,[]
3117,11328796,Науково-технічний збірник №99,[]
3118,11328797,,[]
3119,11328798,,[]
3120,11328799,,[]
3121,11328800,,[]
3122,11328801,,[]
3123,11328802,,[]
3124,11328803,,[]
3125,11328804,,[]
3126,11328805,,[]
3127,11328806,Науково-технічний збірник №99,[]
3128,11328807,,[]
3129,11328847,ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,"[['Єрмак Олена', 'Михайлівна']]"
3130,11328848,ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,[]
3131,11328849,ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,"[['Нефьодова Яна', 'Ігорівна']]"
3132,11328850,ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,"[['Самісько Тетяна', 'Олександрівна']]"
3133,11328851,ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,[]
3134,11328852,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,[]
3135,11328853,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,[]
3136,11328856,,[]
3137,11328857,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА МЕЛЬНИКОВА ОКСАНА СЕРГІЇВНА,[]
3138,11328858,,[]
3139,11328859,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА СОЛОВЙОВА ОЛЬГА ЄВГЕНІВНА,[]
3140,11328860,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА ЛОБАНОВ ОЛЕКСАНДР АНАТОЛІЙОВИЧ,[]
3141,11328861,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА ОНИЩЕНКО СВІТЛАНА ВОЛОДИМИРІВНА,[]
3142,11328862,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА ПИЖ НАТАЛЯ СТАНІСЛАВІВНА,[]
3143,11328863,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА ЛЕВИЦЬКИЙ ЮРІЙ АНАТОЛІЙОВИЧ,[]
3144,11328864,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА ПІОНТКІВСЬКИЙ ПЕТРО ВІКТОРОВИЧ,[]
3145,11328869,"МІНІСТЕРСТВО ОСВІТИ І НАУКИ, МОЛОДІ ТА СПОРТУ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА",[]
3146,11328871,"МІНІСТЕРСТВО ОСВІТИ І НАУКИ, МОЛОДІ ТА СПОРТУ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА",[]
3147,11328872,,[]
3148,11328873,Комунальне господарство міст 435,[]
3149,11328883,,[]
3150,11328884,Комунальне господарство міст 447,[]
3151,11328889,,[]
3152,11328890,,[]
3153,11328891,Науково-технічний збірник №99 462,[]
3154,11328892,,[]
3155,11328902,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,[]
3156,11328903,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,"[['Бурак Олена', 'Миколаївна']]"
3157,11328904,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,[]
3158,11328905,МІНІСТЕРСТВО ОСВІТИ І НАУКИ УКРАЇНИ ХАРКІВСЬКА НАЦІОНАЛЬНА АКАДЕМІЯ МІСЬКОГО ГОСПОДАРСТВА,[]
